id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
646,普达里,北辰,124.5,16155元/平米,2室1厅1厨1卫,低楼层 (共6层),77.07㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯三户,集中供暖,无,2023-05-20,商品房,2010-05-31,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
647,华润橡树湾香润轩,东丽,55,9941元/平米,1室1厅1厨1卫,低楼层 (共11层),55.33㎡,平层,暂无数据,板塔结合,西 南,钢混结构,精装,两梯四户,集中供暖,有,2023-06-10,商品房,2015-07-31,普通住宅,满五年,非共有,"
                                有抵押 30万元 业主自还
                              ",已上传房本照片
648,贻芳嘉园,塘沽,133,11735元/平米,2室1厅1厨1卫,高楼层 (共26层),113.34㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯两户,集中供暖,有,2023-06-10,商品房,2009-06-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
649,保利香颂湖,武清,128,14009元/平米,3室1厅1厨1卫,低楼层 (共18层),91.37㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2023-06-12,商品房,2016-05-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
650,弘景苑,开发区,160,14848元/平米,2室1厅1厨2卫,中楼层 (共29层),107.76㎡,跃层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯三户,集中供暖,有,2023-03-31,商品房,2012-12-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
651,万科城市花园,河北,200,15983元/平米,3室1厅1厨1卫,低楼层 (共15层),125.14㎡,平层,暂无数据,板楼,东,钢混结构,其他,两梯十六户,集中供暖,有,2023-06-11,商品房,2014-11-07,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
652,阳光新园,开发区,385,23740元/平米,4室2厅1厨2卫,中楼层 (共6层),162.18㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2022-12-02,商品房,2016-12-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
653,贵桥里,河北,99,14371元/平米,2室1厅1厨1卫,中楼层 (共6层),68.89㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯五户,集中供暖,无,2023-06-14,商品房,2006-03-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
654,远雄上林苑,滨海新区,156,17005元/平米,2室1厅1厨2卫,中楼层 (共18层),91.74㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,集中供暖,有,2021-12-05,商品房,2019-12-24,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
655,滨海智谛山,塘沽,99,10880元/平米,2室1厅1厨1卫,中楼层 (共26层),91㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯六户,集中供暖,有,2023-06-04,商品房,2014-04-01,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片
656,泰丰家园,开发区,265,8531元/平米,6室2厅1厨4卫,高楼层 (共5层),310.66㎡,跃层,暂无数据,板楼,南 北,混合结构,精装,一梯一户,自供暖,无,2023-03-05,商品房,2004-01-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
657,东江南里,河西,131,31866元/平米,2室1厅1厨1卫,中楼层 (共6层),41.11㎡,平层,暂无数据,板楼,南,混合结构,毛坯,一梯四户,集中供暖,无,2023-06-16,商品房,2023-06-16,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片
658,美林园,滨海新区,123,14045元/平米,2室2厅1厨1卫,低楼层 (共16层),87.58㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯三户,集中供暖,有,2023-05-18,私产,2017-03-07,普通住宅,满五年,非共有,"
                                有抵押 20万元
                              ",已上传房本照片
659,远洋琨庭夏荷园,开发区,155,17404元/平米,2室1厅1厨1卫,低楼层 (共22层),89.06㎡,平层,85㎡,板楼,南,钢混结构,其他,两梯四户,集中供暖,有,2023-06-18,商品房,2018-06-01,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片
660,广厦富城,塘沽,165,14828元/平米,2室2厅1厨1卫,低楼层 (共9层),111.28㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2023-05-31,商品房,2017-06-07,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
661,奥林匹克花园玉兰苑,北辰,231,19511元/平米,3室1厅1厨1卫,高楼层 (共9层),118.4㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,2023-05-24,私产,2015-03-18,普通住宅,满五年,非共有,"
                                有抵押 123万元 业主自还
                              ",已上传房本照片
662,天津海航城,宁河,150,6490元/平米,3室2厅1厨2卫,低楼层 (共7层),231.16㎡,平层,229.7㎡,板楼,南 北,钢混结构,毛坯,一梯两户,自供暖,有,2020-03-09,商品房,2020-03-30,普通住宅,满两年,非共有,"
                                有抵押 100万元 业主自还
                              ",已上传房本照片
663,招商雍景湾,河东,261,24670元/平米,3室1厅1厨1卫,低楼层 (共24层),105.8㎡,跃层,暂无数据,板楼,南,钢混结构,其他,两梯四户,集中供暖,有,2023-06-11,商品房,2019-04-04,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片
664,宜景园,北辰,118,15142元/平米,2室1厅1厨1卫,中楼层 (共18层),77.93㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯四户,集中供暖,有,2023-06-13,经济适用房,2020-05-22,普通住宅,满两年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片
665,宝平景苑,宝坻,88,8349元/平米,3室2厅1厨1卫,中楼层 (共7层),105.41㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2023-05-26,商品房,2004-05-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
666,河溪佳园,武清,40,3101元/平米,3室2厅1厨1卫,中楼层 (共5层),129㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,无,2021-12-15,商品房,2017-07-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
667,振业铂雅轩,开发区,200,22149元/平米,3室1厅1厨1卫,高楼层 (共30层),90.3㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2023-05-24,商品房,2014-08-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
668,梧桐公社南里,静海,122,12243元/平米,3室2厅1厨1卫,低楼层 (共10层),99.65㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2023-06-01,商品房,2020-07-27,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片
669,郁园里,南开,100,22041元/平米,1室1厅1厨1卫,低楼层 (共6层),45.37㎡,平层,暂无数据,板楼,东 西,混合结构,简装,一梯三户,集中供暖,无,2023-05-26,商品房,2016-07-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
670,天成东轩,开发区,248,23213元/平米,3室2厅1厨1卫,中楼层 (共29层),106.84㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2023-04-22,商品房,2019-06-28,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
671,天地源津九轩,津南,130,10558元/平米,3室2厅1厨2卫,高楼层 (共27层),123.13㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,集中供暖,有,2023-06-08,商品房,2012-10-22,普通住宅,满五年,非共有,"
                                有抵押 50万元 业主自还
                              ",已上传房本照片
672,凯旋家园,宝坻,91,8351元/平米,4室2厅1厨2卫,高楼层 (共4层),108.97㎡,跃层,暂无数据,塔楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2023-05-30,商品房,2009-03-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
673,阳光壹佰西园,南开,175,18118元/平米,2室2厅1厨1卫,高楼层 (共9层),96.59㎡,平层,暂无数据,板楼,东 西,钢混结构,简装,一梯两户,集中供暖,有,2023-06-04,商品房,2011-10-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
674,万通华府A区,开发区,920,29526元/平米,4室2厅1厨3卫,中楼层 (共29层),311.6㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2021-04-14,商品房,2018-04-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
675,天保意境雅居,东丽,235,21141元/平米,3室2厅1厨2卫,低楼层 (共10层),111.16㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯两户,自供暖,有,2023-05-22,商品房,2020-11-23,普通住宅,满两年,非共有,"
                                有抵押 140万元 中国银行 业主自还
                              ",已上传房本照片
676,金融街融汇,西青,164,18370元/平米,3室2厅1厨2卫,中楼层 (共11层),89.28㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,一梯两户,集中供暖,有,2023-05-12,商品房,2020-04-08,普通住宅,满两年,非共有,"
                                有抵押 50万元
                              ",已上传房本照片
677,恂园南里,开发区,151,13483元/平米,3室1厅1厨1卫,中楼层 (共18层),112㎡,平层,暂无数据,板楼,北 南,钢混结构,简装,两梯六户,集中供暖,有,2022-11-18,商品房,2016-12-14,普通住宅,满五年,非共有,"
                                有抵押 65万元 招商银行 业主自还
                              ",已上传房本照片
678,览桥里,河北,120,16962元/平米,2室1厅1厨1卫,中楼层 (共6层),70.75㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯四户,集中供暖,无,2023-06-15,私产,2011-04-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
679,新保楼小区,宝坻,50,4098元/平米,3室2厅1厨1卫,高楼层 (共6层),122.03㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2023-05-07,商品房,2016-09-12,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片
680,龙如园,武清,145,12650元/平米,3室2厅1厨2卫,中楼层 (共5层),114.63㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2023-05-23,商品房,2017-03-29,普通住宅,满五年,非共有,"
                                有抵押 40万元 业主自还
                              ",已上传房本照片
681,盘谷卫城北区,蓟州,451,15002元/平米,4室2厅1厨3卫,低楼层 (共2层),300.64㎡,跃层,300.64㎡,塔楼,南 北,钢结构,毛坯,一梯十户,自供暖,无,2023-04-15,商品房,2013-12-10,普通住宅,满五年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片
